# Agent-reviewed boundary routing; not a blanket compatibility verdict.
# Occurrences: regenerate with v029-audit-profile.json. Evidence and limits: v029-port.md.
group_id	kind	symbol	checklist_ids	qualification_scope	rationale
boundary-group-582be89272dd	environment_key	DMX_RING_PINNED_MB	C03,N12,L01	CPU/source; GPU cells only as listed in v029-port.md	DMI-owned option transport, not an upstream environment variable.
boundary-group-b6f70b654981	environment_key	DMX_RING_TASK_ENTRIES	C03,N12,L01	CPU/source; GPU cells only as listed in v029-port.md	DMI-owned option transport, not an upstream environment variable.
boundary-group-9cdc5fe745eb	environment_key	RING_DEBUG_STEP	C03,N12,L01	CPU/source; GPU cells only as listed in v029-port.md	DMI-owned option transport, not an upstream environment variable.
boundary-group-9526c5942a7a	lazy_model_target	DMIApertusForCausalLM=dmi_vllm_integration.models.apertus:ApertusPForCausalLM	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-e5684ace4a79	lazy_model_target	DMIDeepseekV4ForCausalLM=dmi_vllm_integration.models.deepseek_v4:DeepseekV4PForCausalLM	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-3e49fae1d02f	lazy_model_target	DMIErnie4_5ForCausalLM=dmi_vllm_integration.models.ernie45:Ernie4_5PForCausalLM	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-1d18e6e3bce3	lazy_model_target	DMIGPT2LMHeadModel=dmi_vllm_integration.models.gpt2:GPT2PLMHeadModel	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-8e00db10ca56	lazy_model_target	DMIGemma3ForCausalLM=dmi_vllm_integration.models.gemma3:Gemma3PForCausalLM	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-42dcd71722f0	lazy_model_target	DMIGemma4ForConditionalGeneration=dmi_vllm_integration.models.gemma4:Gemma4PForConditionalGeneration	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-870a7a543436	lazy_model_target	DMIGlmMoeDsaForCausalLM=dmi_vllm_integration.models.glm_moe_dsa:GlmMoeDsaPForCausalLM	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-ea113e9c543d	lazy_model_target	DMIGptOssForCausalLM=dmi_vllm_integration.models.gpt_oss:GptOssPForCausalLM	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-bcfcb4d6116f	lazy_model_target	DMIGraniteForCausalLM=dmi_vllm_integration.models.granite:GranitePForCausalLM	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-6d411921d35a	lazy_model_target	DMIKimiK3ForConditionalGeneration=dmi_vllm_integration.models.kimi_k3:KimiK3PForConditionalGeneration	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-3ce71087e123	lazy_model_target	DMILlama4ForConditionalGeneration=dmi_vllm_integration.models.mllama4:Llama4PForConditionalGeneration	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-0f6878f31833	lazy_model_target	DMILlamaForCausalLM=dmi_vllm_integration.models.llama:LlamaPForCausalLM	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-ea2b8483f2b7	lazy_model_target	DMIMiniCPMForCausalLM=dmi_vllm_integration.models.minicpm:MiniCPMPForCausalLM	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-99414aaca8dd	lazy_model_target	DMIMiniMaxM2ForCausalLM=dmi_vllm_integration.models.minimax_m2:MiniMaxM2PForCausalLM	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-931597c78e07	lazy_model_target	DMIMistralForCausalLM=dmi_vllm_integration.models.mistral:MistralPForCausalLM	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-5d10504985b5	lazy_model_target	DMIPhi3ForCausalLM=dmi_vllm_integration.models.phi3:Phi3PForCausalLM	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-41683ff3e191	lazy_model_target	DMIQwen2ForCausalLM=dmi_vllm_integration.models.qwen2:Qwen2PForCausalLM	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-09bf04fad2f0	lazy_model_target	DMIQwen2MoeForCausalLM=dmi_vllm_integration.models.qwen2_moe:Qwen2MoePForCausalLM	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-a9a3bb6c7733	lazy_model_target	DMIQwen3ForCausalLM=dmi_vllm_integration.models.qwen3:Qwen3PForCausalLM	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-034c9b9ca732	lazy_model_target	DMIQwen3MoeForCausalLM=dmi_vllm_integration.models.qwen3_moe:Qwen3MoePForCausalLM	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-823daaa9a8bb	lazy_model_target	DMIQwen3_5ForConditionalGeneration=dmi_vllm_integration.models.qwen3_5:Qwen3_5PForConditionalGeneration	R01,R02,R04,R05,R06,R07	CPU/source; GPU cells only as listed in v029-port.md	Retained lazy target imports from official wheel; plugin contracts cover alias ownership.
boundary-group-bfa1aacc7484	private_attribute_candidate	model_runner._determine_batch_execution_and_padding	G02,G03,G04,G07	CPU/source; GPU cells only as listed in v029-port.md	Use actual dispatch descriptor; forward V2 max_query_len and preserve V1 uniform-decode semantics.
boundary-group-abc1d4538aaf	private_attribute_candidate	model_runner._is_uniform_decode	G02,G03,G04,G07	CPU/source; GPU cells only as listed in v029-port.md	Use actual dispatch descriptor; forward V2 max_query_len and preserve V1 uniform-decode semantics.
boundary-group-cab3181b6287	private_attribute_candidate	model_runner._prepare_inputs	G01,G07,S02,S03	CPU/source; GPU cells only as listed in v029-port.md	Snapshot real packed layout; forward V2 batch_req_state unchanged.
boundary-group-423714a4f85d	upstream_inheritance	ApertusPAttention(ApertusAttention)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-1ea730601f28	upstream_inheritance	ApertusPDecoderLayer(ApertusDecoderLayer)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-63ccca4fb318	upstream_inheritance	ApertusPForCausalLM(ApertusForCausalLM)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-036f518f4f51	upstream_inheritance	ApertusPMLP(ApertusMLP)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-31083e2a61e9	upstream_inheritance	ApertusPModel(ApertusModel)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-ac8df2c1075f	upstream_inheritance	DMILLM(LLM)	W01,W02,W03,W04,W05,W07	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-a73243069ea6	upstream_inheritance	DMXGPUWorker(Worker)	W01,W02,W03,W04,W05,W07	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-28a31f7ce306	upstream_inheritance	DMXV2GPUWorker(Worker)	W01,W02,W03,W04,W05,W07	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-b76e37beaea2	upstream_inheritance	DeepseekV4PDecoderLayer(DeepseekV4DecoderLayer)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-7a0063b5ca30	upstream_inheritance	DeepseekV4PForCausalLM(DeepseekV4ForCausalLM)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-8f8bc7265d68	upstream_inheritance	DeepseekV4PModel(DeepseekV4Model)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-6146f867a78b	upstream_inheritance	GPT2PLMHeadModel(SupportsPP)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-8588062a59d8	upstream_inheritance	Gemma3Attention(_Gemma3Attention)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-d42e38b1073a	upstream_inheritance	Gemma3MLP(_Gemma3MLP)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-7ee1bfe2b9cf	upstream_inheritance	Gemma3Model(_Gemma3Model)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-6c430dd85ce1	upstream_inheritance	Gemma3PForCausalLM(_Gemma3ForCausalLM)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-616b9a35b220	upstream_inheritance	Gemma4PDecoderLayer(Gemma4DecoderLayer)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-793a59c56016	upstream_inheritance	Gemma4PForCausalLM(Gemma4ForCausalLM)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-74bc56976ce3	upstream_inheritance	Gemma4PForConditionalGeneration(Gemma4ForConditionalGeneration)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-a4a130bd85b8	upstream_inheritance	Gemma4PModel(Gemma4Model)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-6a95186dd5ca	upstream_inheritance	GlmMoeDsaPDecoderLayer(DeepseekV2DecoderLayer)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-1e990c69d3a4	upstream_inheritance	GlmMoeDsaPForCausalLM(GlmMoeDsaForCausalLM)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-6cf77c4928d1	upstream_inheritance	GlmMoeDsaPMLP(DeepseekV2MLP)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-d1e614f2e267	upstream_inheritance	GlmMoeDsaPMoE(DeepseekV2MoE)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-41e5d5567a05	upstream_inheritance	GlmMoeDsaPModel(DeepseekV2Model)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-fe4b144fd503	upstream_inheritance	GptOssPAttention(OAIAttention)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-0418a466a1e4	upstream_inheritance	GptOssPForCausalLM(GptOssForCausalLM)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-54a6c0b4f823	upstream_inheritance	GptOssPMLP(MLPBlock)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-8026852849c2	upstream_inheritance	GptOssPModel(GptOssModel)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-659967d915ac	upstream_inheritance	GptOssPTransformerBlock(TransformerBlock)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-ff483cf97650	upstream_inheritance	GranitePAttention(GraniteAttention)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-57b542057ce3	upstream_inheritance	GranitePDecoderLayer(GraniteDecoderLayer)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-bf90f34fa90b	upstream_inheritance	GranitePForCausalLM(GraniteForCausalLM)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-134643bc9a74	upstream_inheritance	GranitePMLP(GraniteMLP)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-ed7957bed748	upstream_inheritance	GranitePModel(GraniteModel)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-bc8acf5e5972	upstream_inheritance	KimiK3PDecoderLayer(KimiDecoderLayer)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-dd6130fc7371	upstream_inheritance	KimiK3PForConditionalGeneration(KimiK3ForConditionalGeneration)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-7be630b2a37f	upstream_inheritance	KimiK3PLinearForCausalLM(KimiLinearForCausalLM)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-881eaef7093f	upstream_inheritance	KimiK3PModel(KimiLinearModel)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-842ba7d56087	upstream_inheritance	Llama4PAttention(Llama4Attention)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-3215cc9bd9b9	upstream_inheritance	Llama4PDecoderLayer(Llama4DecoderLayer)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-ca9c0f6717ae	upstream_inheritance	Llama4PForCausalLM(Llama4ForCausalLM)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-c98a4293c2d5	upstream_inheritance	Llama4PForConditionalGeneration(Llama4ForConditionalGeneration)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-1612768a3dac	upstream_inheritance	Llama4PMoE(Llama4MoE)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-33799c2e0382	upstream_inheritance	Llama4PModel(Llama4Model)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-8a29592b71c7	upstream_inheritance	LlamaModel(EagleModelMixin)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-0d053c536c62	upstream_inheritance	LlamaPForCausalLM(LocalArgmaxMixin, SupportsLoRA, SupportsPP, SupportsEagle, SupportsEagle3, SupportsQuant)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-5297013795e2	upstream_inheritance	MiniCPMPAttention(MiniCPMAttention)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-96b8346ead48	upstream_inheritance	MiniCPMPDecoderLayer(MiniCPMDecoderLayer)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-496c82d4a1b3	upstream_inheritance	MiniCPMPForCausalLM(MiniCPMForCausalLM)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-524409eb415d	upstream_inheritance	MiniCPMPMLP(MiniCPMMLP)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-d336528d6dbd	upstream_inheritance	MiniCPMPModel(MiniCPMModel)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-429e93251dcd	upstream_inheritance	MiniMaxM2PAttention(MiniMaxM2Attention)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-532caae6705f	upstream_inheritance	MiniMaxM2PDecoderLayer(MiniMaxM2DecoderLayer)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-bae0c133f615	upstream_inheritance	MiniMaxM2PForCausalLM(MiniMaxM2ForCausalLM)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-6bbce07ef590	upstream_inheritance	MiniMaxM2PMoE(MiniMaxM2MoE)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-7acd81ee86ca	upstream_inheritance	MiniMaxM2PModel(MiniMaxM2Model)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-aba11172b9dc	upstream_inheritance	Qwen2Attention(_Qwen2Attention)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-bbf9ee66f65f	upstream_inheritance	Qwen2MLP(_Qwen2MLP)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-33c66e974fb0	upstream_inheritance	Qwen2Model(_Qwen2Model)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-f6675a74024a	upstream_inheritance	Qwen2MoeAttention(_Qwen2MoeAttention)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-287885320849	upstream_inheritance	Qwen2MoeDecoderLayer(_Qwen2MoeDecoderLayer)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-bbcf8df94f00	upstream_inheritance	Qwen2MoeMLP(_Qwen2MoeMLP)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-50323f8d3970	upstream_inheritance	Qwen2MoeModel(_Qwen2MoeModel)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-d40c08a5563a	upstream_inheritance	Qwen2MoePForCausalLM(_Qwen2MoeForCausalLM, SupportsPP, SupportsLoRA)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-08085c84f6e7	upstream_inheritance	Qwen2MoeSparseMoeBlock(_Qwen2MoeSparseMoeBlock)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-39e0d4e7e112	upstream_inheritance	Qwen2PForCausalLM(_Qwen2ForCausalLM)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-1c979bf02b5f	upstream_inheritance	Qwen3MLP(_Qwen2MLP)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-8bdc00dfd123	upstream_inheritance	Qwen3Model(Qwen2Model)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-60e0e4030d08	upstream_inheritance	Qwen3MoePAttention(Qwen3MoeAttention)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-00cc97ec0498	upstream_inheritance	Qwen3MoePDecoderLayer(Qwen3MoeDecoderLayer)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-19c97de45d8c	upstream_inheritance	Qwen3MoePForCausalLM(Qwen3MoeForCausalLM)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-d0217809a4c9	upstream_inheritance	Qwen3MoePModel(Qwen3MoeModel)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-8c4d3f79c516	upstream_inheritance	Qwen3MoePSparseMoeBlock(Qwen3MoeSparseMoeBlock)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-9e6b33f21f1f	upstream_inheritance	Qwen3PForCausalLM(LocalArgmaxMixin, SupportsLoRA, SupportsPP, SupportsEagle, SupportsEagle3)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-814d15e17ee0	upstream_inheritance	Qwen3_5PAttention(Qwen3NextAttention)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-b334e9af1a6d	upstream_inheritance	Qwen3_5PDecoderLayer(Qwen3_5DecoderLayer)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-84879187eaad	upstream_inheritance	Qwen3_5PForCausalLM(Qwen3_5ForCausalLM)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-4e4c1bd50960	upstream_inheritance	Qwen3_5PForConditionalGeneration(Qwen3_5ForConditionalGeneration)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-4772d7e73854	upstream_inheritance	Qwen3_5PMLP(Qwen3NextMLP)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-bec8825afc0a	upstream_inheritance	Qwen3_5PModel(Qwen3_5Model)	M01,M02,M03,M05,M06,M07,M10	CPU/source; GPU cells only as listed in v029-port.md	Inherited implementation is authoritative; overrides are mapped separately.
boundary-group-15a8eb220459	upstream_override_candidate	ApertusPAttention.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-d55d21c828e1	upstream_override_candidate	ApertusPDecoderLayer.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-e9945b3165ff	upstream_override_candidate	ApertusPDecoderLayer.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-fdf159d7fa4c	upstream_override_candidate	ApertusPForCausalLM.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-f1a04c1a909e	upstream_override_candidate	ApertusPForCausalLM._init_model	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-98a778893159	upstream_override_candidate	ApertusPForCausalLM._layer_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-e9ba0f126fbf	upstream_override_candidate	ApertusPForCausalLM.compute_logits	G09,M04,M13	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
